Index,Date,Job Title,Location,Description,Seniority,Azure,Excel,Git,Google Sheets,Power Bi,Python,R,Sas,NoSQL,SQL,Tableau
584,2023-07-16,Sr Data Analyst,VA,"Job Description




Talint's client, a management consulting firm providing innovative solutions and best practices to government and commercial organizations, received the Best Places to Work in Greater Washington by the #WashingtonBusinessJournal for the fifth year in a row.




Our client has an opening for a Sr Data Analyst. This position will work with Air Force customers to ensure data is being used and visualized properly. In addition, this person will support the training of Air Force customers on how to use SQL, Python, Databricks, and Qlik to query data and generate visualizations. The right candidate will have 8+ years of data analysis and visualization experience and a DoD Secret Clearance. If you do not have an active DoD Secret Clearance or higher, you will not be considered for this role. This role is hybrid with one day working at Joint Base Andrews and be available for meetings and working at the Pentagon or the Prime contractor’s office in Arlington, VA.




Desired Skills and Experience:




Bachelor’s Degree;
DoD Secret Clearance;
Able to travel one week every month from August 2023 to October 2023, minimal travel afterwards;
8 years of data analysis and data visualization;
Experience in training employees and/or customers;
Experience with SQL, Python, Databricks, and Qlik;
Creative problem-solving ability and a consultancy mindset.




Why our client?




Competitive total compensation and benefits package that includes health, retirement, and paid time-off;
Our client fosters an open-door policy between employees and leadership to ensure direct lines of communication;
Incredible opportunities for advancement as they continue to grow;
They understand the importance of striking a work/life balance and offers flexible schedules.




Responsibilities:




Responsible for codifying data and analytics use-cases and requirements;
Coordinate with Data Engineers and Data Visualization developers to build dashboards;
Train the customer on how to use various data tools to query data and generate visualizations.




Company Description




At Talint, we believe in the strength and opportunity of small businesses and recognize their work environments as optimal places for people to innovate, excel and thrive. We work with candidates to position them in fulfilling roles that offer heightened visibility, latitude, enhanced responsibilities and access to leadership.




A stark contrast from other hiring agencies, we pride ourselves on personable, transparent and trustworthy relationships with job seekers. We don’t let communication lag and we approach every step of your placement experience with diligence.




As DC natives who are well connected, we know the market and understand the lifestyle that comes with the territory so you can count on sound advice from all angles – work, transit, housing and more.




At Talint, we believe in the strength and opportunity of small businesses and recognize their work environments as optimal places for people to innovate, excel and thrive. We work with candidates to position them in fulfilling roles that offer heightened visibility, latitude, enhanced responsibilities and access to leadership. A stark contrast from other hiring agencies, we pride ourselves on personable, transparent and trustworthy relationships with job seekers. We don’t let communication lag and we approach every step of your placement experience with diligence. As DC natives who are well connected, we know the market and understand the lifestyle that comes with the territory so you can count on sound advice from all angles – work, transit, housing and more.",Mid-Senior level,0,1,0,0,0,1,0,0,0,1,0
585,2023-07-22,Sr. Data Analyst - Remote | WFH,IL,"Are you ready to take your data analysis skills to the next level? We are searching for a talented and experienced Senior Data Analyst to join our dynamic team. If you have a passion for healthcare data, love working with cutting-edge technologies, and want to be part of a collaborative, forward-thinking company, then this role might be the perfect fit for you!

Key Details

Position: Senior Data Analyst

Location: Barrington - IL (Remote)

Duration: Long-term contract

Your Qualifications

Bachelor's degree in Computer Science or equivalent, with a minimum of 10+ years of relevant experience.

Strong understanding of healthcare concepts and healthcare data.

Expertise in GCP, Big Query, and Pyspark.

Proficiency in Python.

Your Responsibilities

Dive into our existing business processes, gather functional requirements, and document them effectively.

Gain an in-depth understanding of Provider, Payor, and Claims subject areas.

Create source to target data mappings with data transformation rules.

Conduct data profiling as required and identify valuable insights.

Collaborate closely with the business team, incorporating their feedback into the mapping requirement documents.

Ensure clear version control and obtain sign-offs on requirements documents.

Facilitate productive meetings with business stakeholders and ensure successful delivery of all requirement outputs.

Work closely with the Development and QA teams, providing necessary clarifications on business requirements and assisting with defect triages.

Required Qualifications

6+ years of performing business analysis with specific experience in source to target data mapping.

6+ years of experience in handling healthcare data, covering enrollment, claims, lab, revenue, and provider data.

Excellent communication skills, enabling you to interact seamlessly with business teams and elicit their requirements.

Proven expertise in developing data flows and business process maps.

If you are ready to make a significant impact in the healthcare industry and be part of a collaborative, innovative team, don't hesitate! Apply now and take the next exciting step in your career!

Note: In case this opportunity isn't the right fit for you, we appreciate your help in forwarding this to anyone you think might be a great match.

Join us in our journey to revolutionize healthcare through data analysis and make a real difference in people's lives!

Employment Type: Full-Time

Salary: $ 88,000.00 111,000.00 Per Year",Mid-Senior level,0,0,0,0,0,1,0,0,0,0,0
586,2023-08-01,"Professional, Data Analyst",VT,"Over 35 years strong and fueled by 1,700 smart, passionate employees across New York state and Vermont, MVP is full of opportunities to grow. We are a nationally recognized, award-winning leader for a reason. The beating heart of our company is a wide range of employees from a diverse set of backgrounds—tech people, numbers people, even people people—working together to make health insurance better. If you are ready to join a thriving, mission-driven company where you can create your own opportunities and make a positive difference—it’s time to make a healthy career move to MVP!

Full-Time, Exempt

Position will be Remote/Virtual

Summary

Responsible for the creation and accuracy of data extracts and reports, including but not limited to member eligibility, provider, medical & pharmacy encounters, and claim payment. Reconcile data and payment, and ensure complete, accurate and timely revenue within state and federal guidelines. Must constantly monitor the status of new, existing, and previous discrepancies or recovery situations. Actively participate in the development, testing and implementation of file extracts and layouts to meet vendor and regulatory agency requirements. Oversee the extraction, integrity, and submission of data. Analyze Federal and State programs to report trends and recommendations to management. Performs other duties as assigned.

Position Qualifications

Minimum Education:

Associates Degree in Health Administration, business, economics, computer science or related field. Related work experience will be considered in lieu of college degree.

Minimum Experience

2 years of experience in a business environment involving the analysis of financial, healthcare, member or other large complex data sets. Experience working with external parties, vendors, or government agencies.

Required Skills

SQL and Microsoft Excel (advanced) required
Demonstrated understanding of relational database concepts including ability to manipulate raw data into meaningful, objective information
Proven ability to pull, analyze, report, and provide insight on large complex sets of data
Ability to identify areas of process improvement and implement automation efficiencies
Demonstrated problem-solving and analytical abilities
Experience working in a routinely audited environment
Ability to work independently, as well as work effectively as a member of a team.
Demonstrated excellent written and verbal communication skills
Experience with Microsoft Word and Excel
Extensive reading to stay abreast of the frequent changes in federal and/or state regulations

Preferred Skills

Previous Health Insurance experience
Python
Experience in partnering with vendors to accomplish work objectives
Working knowledge of Risk Adjustment
Working knowledge of ICD-10, CPT, HCPCS and revenue codes.
Knowledge of Centers for Medicare and Medicaid Services (CMS) and state agency guidelines.
Knowledge of revenue and data issues relating to CMS/HHS & state agencies
Experience using data analysis and visualization tools such as Power BI
Ability to create testing procedures and policies for updated processes
Experience working in an agile framework

About MVP

MVP Health Care is a nationally recognized, not-for-profit health insurer caring for more than 700,000 members in New York and Vermont. Committed to the complete well-being of our members and the communities we serve, MVP makes health insurance more convenient, more supportive, and more personal. We are powered by the ideas and energy of more than 1,700 diverse, employees from all backgrounds, committed to having a positive impact on the health and wellness of everyone we serve. MVP Health Care is an Affirmative Action/ Equal Employment Opportunity (PDF). We recruit, employ, train, compensate, and promote without regard to race, religion, creed, color, national origin, age, gender, sexual orientation, marital status, disability, genetic information, veteran status, or any other basis, e.g., Pay Transparency (PDF), and the Know your Rights protected by applicable federal, state or local law. Any person with a disability needing special accommodations to the application process, please contact Human Resources at hr@mvphealthcare.com

Please apply and learn more – including how you may become a proud member of our team.

Apply Now",Entry level,0,1,0,0,1,1,0,0,0,1,0
587,2023-08-03,Data Analyst II - BIS,DE,"DATA ANALYST II - BIS




WHAT IS THE OPPORTUNITY?




Data governance at City National Bank (""CNB"") is a critical factor in the support of compliance with regulations required by the Office of the Comptroller of the Currency (""OCC"") and the Federal Reserve Board (""FRB""). This position is responsible for providing support to the division by providing data reporting needs. Produce intelligence through querying data repositories, generating periodic reports, and identifying data patterns and trends through quantitative and qualitative analysis. This position will participate in the data collection and analysis required for the design and development of predictive models, related business processes, reporting structures and interfaces in Banking & Investment Services.




Banking and Investment Services Division




Banking and Investment Services plays an integral role in leading the strategic vision and execution of all banking operations. Our servicing and operations professionals partner closely with all of our lines of business to carry out critical functions, including client/deposit servicing, contact center operations, payments processing, and trade and lending operations, while identifying and mitigating risk throughout the organization. Servicing and operations professionals seek to transform and define an integrated support model through automation and cutting-edge digital technologies, to deliver an excellent experience for our clients and businesses.




WHAT WILL YOU DO?




Work with Business Users to define and document explicit data requirements for any routine and/or non-routine data collection and analysis activities
Author queries on various source systems, data marts and data warehouse
Identify trends and anomalies in the data in support of the requirements for various strategic and/or tactical projects
Serve as Subject Matter Expert on Operational Data Stores, Data Warehouse, and Data Marts
Identify data quality issues and concerns and support data governance initiatives
Conduct on-going analysis of the business, operating practices, and data flows within and between various systems and applications
Foster and maintain good working relationships with colleagues to meet expected customer service levels
Develop and maintain positive, productive, and professional relationships with key business partners to meet expected customer service levels
Comply fully with all Bank Operational policies and procedures as well as all regulatory requirements (e.g. Bank Secrecy Act, Know Your Client, Community Reinvestment Act, Fair Lending Practices, etc.)




What Do You Need To Succeed




Must-Have*




Bachelor's Degree
Minimum 4 years of experience working in a data analysis role
Minimum 3 years of experience with SAS or SQL, or other data management, reporting and query tools (Sharepoint, SAP, Business Objects, Tableau, Crystal reports/Dashboard, etc)
Minimum 3 years of experience in banking/operations




Skills And Knowledge




Bachelor's degree in Computer Science, Business Analytics or related discipline highly preferred
Experience with writing database queries (i.e. SQL, MySQL, PL/SQL, T-SQL)
Experience in using ETL tools, Business Objects or other related BI tools
Experience with programming languages (i.e. VBA, C++, C#, Javascript) a plus
Experience designing and generating scheduled and ad hoc reports using reporting/query tools (i.e. Brio, Toad, SQL Developer, MS Access, Crystal Reports, Business Objects, etc.)
Must be detail-oriented and possess effective organizational and analytical skills
Must have excellent verbal and written communications skills and ability to communicate clearly and professionally with all levels of the organization
Ability to express complex technical concepts in business terms




Compensation




Starting base salary: $41.83 - $66.81 per hour. Exact compensation may vary based on skills, experience, and location. This job is eligible for bonus and/or commissions.




To be considered for this position you must meet at least these basic qualifications The preceding job description has been designed to indicate the general nature and level of work performed by employees within this classification. It is not designed to contain or be interpreted as a comprehensive inventory of all duties, responsibilities, and qualifications required of employees assigned to this job.




Benefits and Perks




At City National, we strive to be the best at whatever we do, including the benefits and perks we offer our colleagues. Get an inside look at our Benefits and Perks.




INCLUSION AND EQUAL OPPORTUNITY EMPLOYMENT




City National Bank is an equal opportunity employer committed to diversity and inclusion. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status or any other basis protected by law.




About City National




We start with a basic premise: Business is personal. Since day one we've always gone further than the competition to help our clients, colleagues and community flourish. City National Bank was founded in 1954 by entrepreneurs for entrepreneurs and that legacy of integrity, community and unparalleled client relationships continues to drive phenomenal growth today. City National is a subsidiary of Royal Bank of Canada, one of North America's leading diversified financial services companies.",Not Applicable,0,0,0,0,0,0,0,1,0,1,1
588,2023-08-05,IN - DCS Data Analyst,IN,"Resource will be responsible for the activities of Data Analyst for the State of Indiana's child support system. Resource will work under direction of the Indiana Department of Child Services (DCS), Child Support Bureau (CSB) IT office.




Candidate must currently reside in the state of IN.




Job Duties




Design, develop, and format polished data visualizations (reports and dashboards) to support business requirements. Focus on Visualization Creation using data to perform reporting and direct analysis. Perform analysis that may be descriptive, diagnostic, predictive, or prescriptive. Responsible for maintaining dashboards, generating reports, preparing data visualizations, and using data to forecast or guide business activity. Present data in a fashion that is easy to understand with proper documentation and user testing for successful adoption. Publish workbooks to appropriate QA, production, and public servers. Meet project deadlines and requirements. Participate in and contribute to the CSB-IT Data Services Team. Performs other related duties as assigned.




Job Requirements




Experience with Analyzing data, identify trends, interpret results, and prepare reports and data visualizations for bureau leadership, county partners, and other stakeholders. Experience with creating Analytical, Time Series, Metrics, Rankings, Statistical, Christmas Tree, Tracking, and Expenditure reports. Experience with using excel data analysis functions, scripts, reports, and charts. Experience with writing SQL queries to get data from different databases like DB2 Z/OS; AWS Aurora and AWS RDS and Data Warehouse. Experience in working with Cross Technical, Functional and Business Teams. Capable to understand business requirements and develop reports based on requirements. Capable to work individually and work in a team environment.",Entry level,0,1,0,0,0,0,0,0,0,1,0
589,2023-07-26,Sr. Data Analyst (Finance) - Remote | WFH,WA,"We are currently seeking an experienced Senior Data Analyst to join our dynamic team and be a key player in shaping our analytics initiatives. As a Senior Data Analyst, you will have the opportunity to make a significant impact and contribute to the growth of our organization through insightful analyses and data-driven decision making. Join us in our mission to revolutionize the way organizations collaborate and achieve their goals!

What You'll Do

Collaborate closely with our Finance team, gaining a deep understanding of their goals and leveraging data to uncover valuable insights that drive tangible impact.

Dive into large datasets, extracting actionable insights and translating them into meaningful recommendations.

Present your findings and recommendations in a compelling manner, influencing data-driven decisions across the organization.

Take ownership of the complete analytics lifecycle, from understanding business objectives and data exploration to developing automated reporting and visualizations.

Ensure accuracy, integrity, and consistency of financial data by extracting, transforming, and loading (ETL) data from multiple sources.

Effectively communicate complex financial concepts and analytical findings to both technical and non-technical stakeholders.

Stay ahead of the curve by researching and recommending new analytics tools and platforms.

Streamline manual processes through automation and identify areas for further improvement.

Foster self-serve capabilities, empowering stakeholders to access and utilize data effectively.

Perform in-depth analysis of financial data, uncovering trends, patterns, and anomalies that provide valuable insights and actionable recommendations.

Identify areas that require further investigation, contributing to the continuous improvement of our analytics capabilities.

What You Bring

Bachelor's degree in Mathematics, Statistics, Finance, Computer Science, Engineering, Operations Research, or a related technical field. Advanced analytics degrees are preferred.

5+ years of experience as a Finance Analyst, Business Intelligence Analyst, or in a similar role, preferably within a SaaS or technology-driven organization.

Strong business acumen and the ability to present analysis in a compelling and engaging manner.

Proficiency in SQL and experience with data visualization tools such as Tableau.

Experience in building advanced statistical and machine learning-based financial forecasting models is a plus.

Excellent analytical skills with a focus on problem-solving, including descriptive and diagnostic analysis.

Proven track record of leading projects from concept to completion.

Ability to thrive in a fast-paced, cross-functional environment while effectively managing multiple priorities.

A natural curiosity and a knack for finding answers to ambiguous problems.

Strong experience in building effective cross-functional partnerships.

Why Join Us

Health savings account (HSA), 100% employer-paid premiums, or buy-up options for medical/vision and dental coverage.

Equity through Restricted Stock Units (RSUs) with all offers.

Lucrative Employee Stock Purchase Program with a 15% discount.

401k Match to help you save for your future (50% of your contribution up to the first 6% of your eligible pay).

Monthly stipend to support your work and productivity.

Flexible Time Away Program, including incidental sick leave.

Up to 24 weeks of Parental Leave.

Personal paid Volunteer Day to support our community.

Opportunities for professional growth and development, including access to LinkedIn Learning online courses.

Company-funded perks, including counseling membership, primary care membership, local retail discounts, and your very own personal Smartsheet account.

Teleworking options available from any registered location in the U.S. (role specific).

Comprehensive life insurance, short-term, and long-term disability plans for U.S. employees.

12 paid holidays per year for U.S. employees.

Competitive compensation package based on factors such as professional level, experience, skills, and location.

Equal Opportunity Employer

At our company, we embrace diversity and are committed to providing equal employment opportunities to all individuals. We foster an inclusive environment that celebrates the diverse voices of our team members, who in turn represent the diverse needs of our customers. We believe in authenticity, innovation, and effectiveness. Even if your experience doesn't precisely match our job description, we encourage you to apply. Nontraditional career paths are welcomed and valued at our company. Join us and be part of our journey to success!

Please note that the above description is a sample rewrite based on the information provided, and it doesn't include all the original details. Feel free to modify and customize it further to align with your requirements.

Employment Type: Full-Time

Salary: $ 60,000.00 120,000.00 Per Year",Mid-Senior level,0,0,0,0,0,0,0,0,0,1,1
590,2023-07-18,Marketing Data Analyst (ID:43514),MA,"As a Marketing Data Analyst, you will play a critical role in leveraging data-driven insights to optimize marketing strategies and drive business growth.




Successful candidate will report directly to the Senior VP of Marketing. This is a fully remote position.




Role & Responsibilities




Analyze marketing data: Collect, organize, and analyze marketing data from various sources, including but not limited to digital campaigns, website analytics, social media, email marketing, and CRM systems.
Generate actionable insights: Identify trends, patterns, and opportunities within the data to provide actionable insights and recommendations to improve marketing effectiveness and ROI.
Reporting and visualization: Develop and maintain dashboards, reports, and visualizations using Tableau and advanced Excel techniques to communicate key metrics, performance, and trends to stakeholders.
Data modeling and segmentation: Conduct advanced data modeling and segmentation analyses to identify target audiences, customer segments, and personalize marketing campaigns.
Performance tracking: Monitor and track marketing campaigns, conversion rates, lead generation, and other key performance indicators (KPIs) to assess marketing performance and optimize strategies.
Data quality and integrity: Ensure data accuracy, consistency, and integrity by implementing data cleansing and validation techniques.
Collaborate with cross-functional teams: Work closely with marketing teams, sales teams, and other stakeholders to align marketing analytics initiatives with business objectives and support data-driven decision-making processes.
Stay up to date with industry trends: Keep abreast of industry trends, emerging technologies, and best practices in marketing analytics to enhance the effectiveness of marketing strategies.
Required Skills & Experience:




5+ years of experience in B2B marketing, preferably marketing analytics
Relevant experience and/or certifications in Marketo, Tableau, advanced Excel, SFDC (Salesforce), SalesLoft or Outreach
Strong analytical skills with the ability to interpret complex data sets and generate actionable insights
Experience working with CRM systems (preferably Salesforce) and marketing automation platforms
Knowledge of digital marketing channels, metrics, and best practice
Familiarity with data modeling, segmentation, and statistical analysis techniques
Excellent communication skills to effectively present and communicate complex data insights to non-technical stakeholders
Great attention to detail and ability to manage multiple projects simultaneously




About Versique




Versique is one of the largest recruiting firms in the Midwest and specializes in both consulting and permanent placement. With a valuable blend of functional, industry and recruiting experience, our award-winning team of headhunters has a proven track record of delivering exceptional talent acquisition solutions. The Versique brand represents a powerful combination of “versatile” and “unique” as it hints at the concept of “search” in it’s pronunciation: ver-seek.




Versique is an equal opportunity employer committed to creating a diverse workforce. We consider all qualified applicants without regard to race, religion, color, sex, national origin, age, sexual orientation, gender identity, disability, or veteran status, among other factors.",Associate,0,1,0,0,0,0,0,0,0,0,1
591,2023-07-28,HXGN EAM Data Analyst - 22995,NY,"We seeking Three (3) temporary consultants to serve as HxGN EAM Sustainment Leads. This position is to provide critical HxGN EAM sustainment support for Enterprise Asset Management (EAM) needs.




Requirements




RESPONSIBILITIES




Support Enterprise Asset Management (EAM) sustainment efforts, with a focus on the base implementation established under the EAM Foundations Program
This position will play a primary role in the sustainment of the existing configurations for the HxGN EAM System, with limited focus on new functionality as business needs are identified
Provide sustainment support for the HxGN EAM software solutions that have been configured to accommodate unique transit industry operating and management processes, regulatory requirements and other business needs
Provides sustainment support for solutions to complex business problems for area(s) of responsibility where analysis of situations requires an in-depth knowledge of organizational objectives
Support and develop activities related to end-to-end project management, including project plans and estimates, scoping and requirements through initiation to implementation and deployment
Consult on Asset Management best practices (encompassing maintenance, inspection, and reliability) leveraging the capabilities of the HxGN EAM application (both core and mobile)
Support Business lead in performing requirements gathering workshops with the ability to identify and analyze business needs
Support Business lead in developing gap analysis of current/desired business process and system capabilities for new functionalities
Support Business lead in designing solutions incorporating out-of-box functionality and/or collaborative solution design with technical teams for custom functionality
Support Business lead in identifing areas of system optimization based on business processes
Support Business lead in developing system reporting solutions based on business needs (in the form of Queries, Inboxes, KPIs and Dataspys)
Support Business lead in creating, validating, executing and documenting test cases
Assist in the development of end-user training and reference materials
Perform or assist in end-user training
Assist in implementation go-live and post-go-live activities
Support requests from users to research system problems or errors, and to assist in their resolution
Provide technical evaluation of proposed technical solutions and provides technical direction for the development, design, and systems integration work including mobi




Qualifications Experience & Education




Minimum 5 years HxGN EAM experience, v 11 and higher
Proficiency in extending HxGN EAM through Extensibility Framework
Proficiency in developing and implementing FlexSQL to achieve business needs
Experienced in Work and Asset management functions of HxGN EAM (Work Orders, Planning, Equipment, etc.)
Minimum 5 years of enterprise asset management system delivery services, leading solution development teams
Minimum 5 years of experience in EAM implementations
Proficient in MS Office applications, Word, Excel, Visio, PowerPoint, Project
Ability to modify/adapt systems, applications, and programs to meet business requirements
Understanding of complex relational database organization, design, and functionality
Experience in desktop / mobile computer support and troubleshooting software-related problems




Benefits




Tier 2: (4-6 Years) - $65---$69/hr




Tier: 3 (7-9 Years) - $75---$80/hr




Tier 4: (10 Years +) - $87/hr--$93/hr",Entry level,0,1,0,0,0,0,0,0,0,1,0
592,2023-07-17,SR DATA ANALYST - HYBRID 5K sign on bonus!,NH,"POSITION SUMMARY
Provides day-today support for analytical projects and reports that address organizational strategic imperatives and Elliot Management System needs.
Provides analytics that support new approaches to system-wide models for delivering health care and improving the health of populations including Accountable Care Organization models and shared savings programs.
Supports quality initiatives as a member of the Center for Clinical Excellence team through identification & development of appropriate process and outcome metrics, process/workflow design/re-design, validation of data and collection & analysis of data. The person in this role will be responsible for supporting the department and the organization in attainment of goals including improvement of quality outcomes for all patients, creation of efficient systems of care, and delivering an exceptional patient experience across the Elliot Health System.
Become an in-house expert on our databases and visualization tools: assist junior analysts in their delivery of key reporting products.
KEY RESPONSIBILITIES
Supports EHS clinical analytics, including but not limited to, quality, service, cost, and satisfaction-related measure development, continuous improvement methods, internal and external program reporting requirements, and project planning.
Define data source and structures to support predictive analytics for projects to improve care coordination, utilization and planning for programs/services to improve the health of the community.
Recommends appropriate analytic and descriptive statistical tools to evaluate clinical performance and outcomes. Performs testing and validation on data generated and used by the organization. Audits system, databases and generated reports regularly to maintain data and system reliability. Provides support for data governance activities as needed.
Develops reports targeted to the audience including visual display of information to assist staff in understanding opportunities for improvement as well as to for critical utilization measures and activities; presents information in venues within the organization as well as to external audiences as required.
Facilitates multiple continuous improvement initiatives including the Elliot Management Systems and committee participation as assigned as part of interdisciplinary work teams throughout the health system.
Supports data activities and clinical workgroups related to accreditation, program management and quality improvement for DNV, CMS, State of NH, and other external regulatory agencies and payers.
Provides support to CCE team and serves as internal resource for questions related to data analysis, data mining, software, sampling, metric development, use of Visio, Tableau, SQL, Excel and other tools used within the department.
REQUIRED KNOWLEDGE & SKILLS
Solid problem solving, trouble shooting, root cause analysis skills, strong analytic skills and experience with analysis of data for improvement, population health and/or research required.
Advanced skills in Microsoft products including Excel and Visio required; experience analyzing large data sets and creating dashboards.
Excellent oral and written communication skills including ability to present complex information effectively with a wide range audience.
Experience with medical terminology including use of ICD-10, CPT and other taxonomy used in medical settings for the identification/classification of disorders, treatment, procedures, medications, etc.
Ability to prioritize multiple projects and assignments; work independently as well as in a team environment; and deal effectively with complex assignments and projects essential.
Strong leadership skills including the ability to learn, lead, coach, teach, and inspire required.
Ability to take initiative to organize people, processes and projects required. Possess high degree of professionalism and confidence along with the ability to effectively interact with all levels of clinical and business units and cross-functional areas. Maintain a customer-centric perspective, lead with curiosity, can use humble inquiry, and carry a growth mindset.
Ability to maintain confidentiality and uphold requirements related to highly sensitive information; solid understanding of HIPPA requirements as well as use of information for purposes of improvement.
Working knowledge of hospital regulatory reporting and incentive programs including CMS (IQR/OQR) , Value Based Purchasing, Promoting Interoperability, and other similar programs.
Working knowledge of ambulatory reporting and quality programs such as ACO, Quality Payment Program, HEDIS, etc.
EDUCATION/EXPERIENCE/LICENSURE
Education: Bachelor s degree in analytics, computer science, engineering, public health, or related field required. Master s Degree in Public Health, Healthcare Administration or other healthcare related field preferred.
Experience: Three (3) to five (5) years previous analytics and/or quantitative work experience, preferably in a healthcare setting. Strong data analytics and reporting experience required. Experience in project management, agile, lean, and change management preferred.
Certification/Licensure: Certified Professional of Healthcare Quality (CPHQ) or Certified Health Data Analyst (CHDA) preferred.
Software/Hardware: Demonstrate strong PC skills, Proficiency with Microsoft Office Suite especially Excel, Strong use of data visualization software such as Tableau, Microsoft Power BI, etc. Experience using Crystal Reports.
Programming: Experience including strong knowledge of SQL (queries, views and stored procedures, table-driven dynamic SQL), Use of data manipulation and analysis programming language (R, Python, or similar) and EPIC EHR.
#CRM",Mid-Senior level,0,1,0,0,1,1,0,0,0,1,1
593,2023-07-28,Assistant Planning/Data Analyst,CA,"Job title: Assistant Planning/Data Analyst




Contract type:




Location: Manhattan Beach




Discipline:




Remote: No




Reference: 437337




Contact name: Natasha Glover




Job Description




Immediate Temp to Hire Assistant Planning/ Data Analyst opportunity for Lifestyle Brand located in Manhattan Beach!




Seeking Assistant Planning/ Sales Analyst to monitor inventory and sales performance by providing analysis and action plants to optimize sales and inventory. Duties include developing seasonal forecasts and future merchandise plans to support Planning team on OTB.




If you have solid analytical, excel skills and are looking for an amazing entry level opportunity to grow within planning or merchandising team, this could be the opportunity for you!




This is a fulltime, temp to hire position in Manhattan Beach, CA.




Salary: $55K - $65K range dependent on experience.




Responsibilities:




Tracking and analyzing trends, forecasting and providing seasonal plans by SKU counts which include categories
Partner with planner to manage product life cycles and inventory flow
Report sales and inventory results to plan and LY on monthly and quarterly basis
Partner with merchandising and store planning to review pre distributions




Qualifications:




2+ yrs. Merchandise Planning, Buying or Data Analyst experience
Bachelor's Degree or equivalent
Strong aptitude of numbers and retail math
Proficiency in financial metrics
Strong analytical skills and working with large data sets
Self motivated and great attention to detail
Time management skills
Advanced skills in Excel (Pivot Tables, V Look Ups)
Recent grad with degree in economics , finance, accounting, statistics, analytics, merch marketing preferred




Apply today!",Mid-Senior level,0,1,0,0,0,0,0,0,0,0,0
594,2023-07-28,Assistant Planning/Data Analyst,CA,"Job title: Assistant Planning/Data Analyst




Contract type:




Location: Manhattan Beach




Discipline:




Remote: No




Reference: 437337




Contact name: Natasha Glover




Job Description




Immediate Temp to Hire Assistant Planning/ Data Analyst opportunity for Lifestyle Brand located in Manhattan Beach!




Seeking Assistant Planning/ Sales Analyst to monitor inventory and sales performance by providing analysis and action plants to optimize sales and inventory. Duties include developing seasonal forecasts and future merchandise plans to support Planning team on OTB.




If you have solid analytical, excel skills and are looking for an amazing entry level opportunity to grow within planning or merchandising team, this could be the opportunity for you!




This is a fulltime, temp to hire position in Manhattan Beach, CA.




Salary: $55K - $65K range dependent on experience.




Responsibilities:




Tracking and analyzing trends, forecasting and providing seasonal plans by SKU counts which include categories
Partner with planner to manage product life cycles and inventory flow
Report sales and inventory results to plan and LY on monthly and quarterly basis
Partner with merchandising and store planning to review pre distributions




Qualifications:




2+ yrs. Merchandise Planning, Buying or Data Analyst experience
Bachelor's Degree or equivalent
Strong aptitude of numbers and retail math
Proficiency in financial metrics
Strong analytical skills and working with large data sets
Self motivated and great attention to detail
Time management skills
Advanced skills in Excel (Pivot Tables, V Look Ups)
Recent grad with degree in economics , finance, accounting, statistics, analytics, merch marketing preferred




Apply today!",Mid-Senior level,0,1,0,0,0,0,0,0,0,0,0
